efficacy,eff_sup,eff_inf,fungicide,yld,yld_inf,yld_sup
58.70525277872305,64.52216479218862,51.93460542108548,AZOX + TEBU 2X,473.40781237606166,376.2692061521306,570.5464185999926
44.097443062425256,53.74373268601166,32.439514607921524,PYRA + METC 1X,425.0395956743913,320.1539419186312,529.9252494301514
64.29459660433562,69.3176472641927,58.44921533154462,PYRA + METC 2X,546.167978418715,453.1001555130767,639.2358013243534
59.89675574412831,65.32598092609443,53.617427607161005,TEBU 2X,459.65325612486464,353.4863689248475,565.8201433248818
62.635897883916726,68.19079739808201,56.11093605795324,TFLX + PROT 2X,505.19093176032055,415.6877040618999,594.6941594587412
58.38925270302882,64.42050289464328,51.335616535408754,TFLX + TEBU 2X,479.44366518473055,394.69341332007184,564.1939170493893
