efficacy,eff_sup,eff_inf,fungicide
58.70525277872305,64.52216479218862,51.93460542108548,AZOX + TEBU 2X
44.097443062425256,53.74373268601166,32.439514607921524,PYRA + METC 1X
64.29459660433562,69.3176472641927,58.44921533154462,PYRA + METC 2X
59.89675574412831,65.32598092609443,53.617427607161005,TEBU 2X
62.635897883916726,68.19079739808201,56.11093605795324,TFLX + PROT 2X
58.38925270302882,64.42050289464328,51.335616535408754,TFLX + TEBU 2X
